Models list | formula                          |       R.sq |           Q.sq |         MAE |   Model_id |
| ('PC2', 'PC7', 'PC13', 'PC18')   | 0.26029    | -inf           | -inf        |       1579 |
| ('PC2', 'PC7', 'PC16', 'PC18')   | 0.211161   | -inf           | -inf        |       1593 |
| ('PC2', 'PC7', 'PC16', 'PC20')   | 0.191484   | -inf           | -inf        |       1595 |
| ('PC2', 'PC7', 'PC13', 'PC15')   | 0.236876   | -inf           | -inf        |       1577 |
| ('PC2', 'PC8', 'PC11', 'PC16')   | 0.289311   | -inf           | -inf        |       1604 |
| ('PC2', 'PC9', 'PC10', 'PC13')   | 0.281273   | -inf           | -inf        |       1610 |
| ('PC2', 'PC9', 'PC10', 'PC12')   | 0.246073   | -inf           | -inf        |       1609 |
| ('PC2', 'PC9', 'PC10', 'PC11')   | 0.233461   | -inf           | -inf        |       1608 |
| ('PC2', 'PC8', 'PC16', 'PC20')   | 0.291726   | -inf           | -inf        |       1607 |
| ('PC2', 'PC8', 'PC15', 'PC20')   | 0.291719   | -inf           | -inf        |       1606 |
| ('PC2', 'PC8', 'PC15', 'PC16')   | 0.287988   | -inf           | -inf        |       1605 |
| ('PC2', 'PC8', 'PC11', 'PC15')   | 0.289304   | -inf           | -inf        |       1603 |
| ('PC2', 'PC7', 'PC17', 'PC19')   | 0.287978   | -inf           | -inf        |       1596 |
| ('PC2', 'PC8', 'PC9', 'PC16')    | 0.290986   | -inf           | -inf        |       1602 |
| ('PC2', 'PC8', 'PC9', 'PC15')    | 0.290979   | -inf           | -inf        |       1601 |
| ('PC2', 'PC7', 'PC19', 'PC20')   | 0.206387   | -inf           | -inf        |       1600 |
| ('PC2', 'PC7', 'PC18', 'PC20')   | 0.214892   | -inf           | -inf        |       1599 |
| ('PC2', 'PC7', 'PC18', 'PC19')   | 0.226064   | -inf           | -inf        |       1598 |
| ('PC2', 'PC7', 'PC17', 'PC20')   | 0.276807   | -inf           | -inf        |       1597 |
| ('PC2', 'PC7', 'PC13', 'PC16')   | 0.236882   | -inf           | -inf        |       1578 |
| ('PC2', 'PC7', 'PC13', 'PC14')   | 0.256      | -inf           | -inf        |       1576 |
| ('PC2', 'PC9', 'PC10', 'PC15')   | 0.232138   | -inf           | -inf        |       1612 |
| ('PC2', 'PC7', 'PC9', 'PC20')    | 0.194475   | -inf           | -inf        |       1550 |
| ('PC2', 'PC7', 'PC10', 'PC18')   | 0.279958   | -inf           | -inf        |       1556 |
| ('PC2', 'PC7', 'PC10', 'PC16')   | 0.25655    | -inf           | -inf        |       1555 |
| ('PC2', 'PC7', 'PC10', 'PC15')   | 0.256543   | -inf           | -inf        |       1554 |
| ('PC2', 'PC7', 'PC10', 'PC14')   | 0.275668   | -inf           | -inf        |       1553 |
| ('PC2', 'PC7', 'PC10', 'PC12')   | 0.270479   | -inf           | -inf        |       1552 |
| ('PC2', 'PC7', 'PC10', 'PC11')   | 0.257866   | -inf           | -inf        |       1551 |
| ('PC2', 'PC7', 'PC9', 'PC19')    | 0.205647   | -inf           | -inf        |       1549 |
| ('PC2', 'PC7', 'PC10', 'PC20')   | 0.260281   | -inf           | -inf        |       1558 |
| ('PC2', 'PC7', 'PC9', 'PC18')    | 0.214152   | -inf           | -inf        |       1548 |
| ('PC2', 'PC7', 'PC9', 'PC17')    | 0.276067   | -inf           | -inf        |       1547 |
| ('PC2', 'PC7', 'PC9', 'PC16')    | 0.190744   | -inf           | -inf        |       1546 |
| ('PC2', 'PC7', 'PC9', 'PC15')    | 0.190738   | -inf           | -inf        |       1545 |
| ('PC2', 'PC7', 'PC9', 'PC14')    | 0.209862   | -inf           | -inf        |       1544 |
| ('PC2', 'PC7', 'PC9', 'PC13')    | 0.239873   | -inf           | -inf        |       1543 |
| ('PC2', 'PC7', 'PC10', 'PC19')   | 0.271452   | -inf           | -inf        |       1557 |
| ('PC2', 'PC7', 'PC11', 'PC12')   | 0.202999   | -inf           | -inf        |       1559 |
| ('PC2', 'PC7', 'PC12', 'PC20')   | 0.205413   | -inf           | -inf        |       1575 |
| ('PC2', 'PC7', 'PC12', 'PC13')   | 0.250811   | -inf           | -inf        |       1568 |
| ('PC2', 'PC7', 'PC12', 'PC19')   | 0.216585   | -inf           | -inf        |       1574 |
| ('PC2', 'PC7', 'PC12', 'PC18')   | 0.22509    | -inf           | -inf        |       1573 |
| ('PC2', 'PC7', 'PC12', 'PC17')   | 0.287005   | -inf           | -inf        |       1572 |
| ('PC2', 'PC7', 'PC12', 'PC16')   | 0.201682   | -inf           | -inf        |       1571 |
| ('PC2', 'PC7', 'PC12', 'PC15')   | 0.201676   | -inf           | -inf        |       1570 |
| ('PC2', 'PC7', 'PC12', 'PC14')   | 0.2208     | -inf           | -inf        |       1569 |
| ('PC2', 'PC7', 'PC11', 'PC20')   | 0.192801   | -inf           | -inf        |       1567 |
| ('PC2', 'PC7', 'PC11', 'PC13')   | 0.238199   | -inf           | -inf        |       1560 |
| ('PC2', 'PC7', 'PC11', 'PC19')   | 0.203972   | -inf           | -inf        |       1566 |
| ('PC2', 'PC7', 'PC11', 'PC18')   | 0.212478   | -inf           | -inf        |       1565 |
| ('PC2', 'PC7', 'PC11', 'PC17')   | 0.274392   | -inf           | -inf        |       1564 |
| ('PC2', 'PC7', 'PC11', 'PC16')   | 0.189069   | -inf           | -inf        |       1563 |
| ('PC2', 'PC7', 'PC11', 'PC15')   | 0.189063   | -inf           | -inf        |       1562 |
| ('PC2', 'PC7', 'PC11', 'PC14')   | 0.208187   | -inf           | -inf        |       1561 |
| ('PC2', 'PC9', 'PC10', 'PC14')   | 0.251262   | -inf           | -inf        |       1611 |
| ('PC2', 'PC9', 'PC10', 'PC16')   | 0.232144   | -inf           | -inf        |       1613 |
| ('PC2', 'PC10', 'PC15', 'PC18')  | 0.252555   | -inf           | -inf        |       1684 |
| ('PC2', 'PC9', 'PC18', 'PC19')   | 0.201658   | -inf           | -inf        |       1658 |
| ('PC2', 'PC10', 'PC11', 'PC15')  | 0.230463   | -inf           | -inf        |       1664 |
| ('PC2', 'PC10', 'PC11', 'PC14')  | 0.249587   | -inf           | -inf        |       1663 |
| ('PC2', 'PC10', 'PC11', 'PC13')  | 0.279599   | -inf           | -inf        |       1662 |
| ('PC2', 'PC10', 'PC11', 'PC12')  | 0.244399   | -inf           | -inf        |       1661 |
| ('PC2', 'PC9', 'PC19', 'PC20')   | 0.181981   | -inf           | -inf        |       1660 |
| ('PC2', 'PC9', 'PC18', 'PC20')   | 0.190487   | -inf           | -inf        |       1659 |
| ('PC2', 'PC9', 'PC17', 'PC20')   | 0.252401   | -inf           | -inf        |       1657 |
| ('PC2', 'PC10', 'PC11', 'PC18')  | 0.253878   | -inf           | -inf        |       1666 |
| ('PC2', 'PC9', 'PC17', 'PC19')   | 0.263572   | -inf           | -inf        |       1656 |
| ('PC2', 'PC9', 'PC17', 'PC18')   | 0.272078   | -inf           | -inf        |       1655 |
| ('PC2', 'PC9', 'PC16', 'PC20')   | 0.167078   | -inf           | -inf        |       1654 |
| ('PC2', 'PC9', 'PC16', 'PC19')   | 0.178249   | -inf           | -inf        |       1653 |
| ('PC2', 'PC9', 'PC16', 'PC18')   | 0.186755   | -inf           | -inf        |       1652 |
| ('PC2', 'PC9', 'PC16', 'PC17')   | 0.24867    | -inf           | -inf        |       1651 |
| ('PC2', 'PC10', 'PC11', 'PC16')  | 0.230469   | -inf           | -inf        |       1665 |
| ('PC2', 'PC10', 'PC11', 'PC19')  | 0.245372   | -inf           | -inf        |       1667 |
| ('PC2', 'PC9', 'PC15', 'PC19')   | 0.178243   | -inf           | -inf        |       1649 |
| ('PC2', 'PC10', 'PC13', 'PC16')  | 0.278282   | -inf           | -inf        |       1676 |
| ('PC2', 'PC10', 'PC14', 'PC20')  | 0.252002   | -inf           | -inf        |       1682 |
| ('PC2', 'PC10', 'PC14', 'PC19')  | 0.263173   | -inf           | -inf        |       1681 |
| ('PC2', 'PC10', 'PC14', 'PC18')  | 0.271679   | -inf           | -inf        |       1680 |
| ('PC2', 'PC10', 'PC14', 'PC16')  | 0.248271   | -inf           | -inf        |       1679 |
| ('PC2', 'PC10', 'PC14', 'PC15')  | 0.248264   | -inf           | -inf        |       1678 |
| ('PC2', 'PC10', 'PC13', 'PC20')  | 0.282013   | -inf           | -inf        |       1677 |
| ('PC2', 'PC10', 'PC13', 'PC15')  | 0.278276   | -inf           | -inf        |       1675 |
| ('PC2', 'PC10', 'PC11', 'PC20')  | 0.234201   | -inf           | -inf        |       1668 |
| ('PC2', 'PC10', 'PC12', 'PC20')  | 0.246813   | -inf           | -inf        |       1674 |
| ('PC2', 'PC10', 'PC12', 'PC19')  | 0.257985   | -inf           | -inf        |       1673 |
| ('PC2', 'PC10', 'PC12', 'PC18')  | 0.26649    | -inf           | -inf        |       1672 |
| ('PC2', 'PC10', 'PC12', 'PC16')  | 0.243082   | -inf           | -inf        |       1671 |
| ('PC2', 'PC10', 'PC12', 'PC15')  | 0.243076   | -inf           | -inf        |       1670 |
| ('PC2', 'PC10', 'PC12', 'PC14')  | 0.2622     | -inf           | -inf        |       1669 |
| ('PC2', 'PC9', 'PC15', 'PC20')   | 0.167072   | -inf           | -inf        |       1650 |
| ('PC2', 'PC9', 'PC15', 'PC18')   | 0.186749   | -inf           | -inf        |       1648 |
| ('PC2', 'PC9', 'PC10', 'PC18')   | 0.255552   | -inf           | -inf        |       1614 |
| ('PC2', 'PC9', 'PC11', 'PC17')   | 0.249986   | -inf           | -inf        |       1622 |
| ('PC2', 'PC9', 'PC12', 'PC15')   | 0.17727    | -inf           | -inf        |       1628 |
| ('PC2', 'PC9', 'PC12', 'PC14')   | 0.196394   | -inf           | -inf        |       1627 |
| ('PC2', 'PC9', 'PC12', 'PC13')   | 0.226406   | -inf           | -inf        |       1626 |
| ('PC2', 'PC9', 'PC11', 'PC20')   | 0.168395   | -inf           | -inf        |       1625 |
| ('PC2', 'PC9', 'PC11', 'PC19')   | 0.179566   | -inf           | -inf        |       1624 |
| ('PC2', 'PC9', 'PC11', 'PC18')   | 0.188072   | -inf           | -inf        |       1623 |
| ('PC2', 'PC9', 'PC11', 'PC16')   | 0.164664   | -inf           | -inf        |       1621 |
| ('PC2', 'PC9', 'PC12', 'PC17')   | 0.262599   | -inf           | -inf        |       1630 |
| ('PC2', 'PC9', 'PC11', 'PC15')   | 0.164657   | -inf           | -inf        |       1620 |
| ('PC2', 'PC9', 'PC11', 'PC14')   | 0.183781   | -inf           | -inf        |       1619 |
| ('PC2', 'PC9', 'PC11', 'PC13')   | 0.213793   | -inf           | -inf        |       1618 |
| ('PC2', 'PC9', 'PC11', 'PC12')   | 0.178593   | -inf           | -inf        |       1617 |
| ('PC2', 'PC9', 'PC10', 'PC20')   | 0.235875   | -inf           | -inf        |       1616 |
| ('PC2', 'PC9', 'PC10', 'PC19')   | 0.247047   | -inf           | -inf        |       1615 |
| ('PC2', 'PC9', 'PC12', 'PC16')   | 0.177276   | -inf           | -inf        |       1629 |
| ('PC2', 'PC9', 'PC12', 'PC18')   | 0.200685   | -inf           | -inf        |       1631 |
| ('PC2', 'PC9', 'PC15', 'PC17')   | 0.248663   | -inf           | -inf        |       1647 |
| ('PC2', 'PC9', 'PC14', 'PC15')   | 0.182459   | -inf           | -inf        |       1640 |
| ('PC2', 'PC9', 'PC15', 'PC16')   | 0.163341   | -inf           | -inf        |       1646 |
| ('PC2', 'PC9', 'PC14', 'PC20')   | 0.186196   | -inf           | -inf        |       1645 |
| ('PC2', 'PC9', 'PC14', 'PC19')   | 0.197367   | -inf           | -inf        |       1644 |
| ('PC2', 'PC9', 'PC14', 'PC18')   | 0.205873   | -inf           | -inf        |       1643 |
| ('PC2', 'PC9', 'PC14', 'PC17')   | 0.267788   | -inf           | -inf        |       1642 |
| ('PC2', 'PC9', 'PC14', 'PC16')   | 0.182465   | -inf           | -inf        |       1641 |
| ('PC2', 'PC9', 'PC13', 'PC20')   | 0.216208   | -inf           | -inf        |       1639 |
| ('PC2', 'PC9', 'PC12', 'PC19')   | 0.192179   | -inf           | -inf        |       1632 |
| ('PC2', 'PC9', 'PC13', 'PC19')   | 0.227379   | -inf           | -inf        |       1638 |
| ('PC2', 'PC9', 'PC13', 'PC18')   | 0.235885   | -inf           | -inf        |       1637 |
| ('PC2', 'PC9', 'PC13', 'PC16')   | 0.212476   | -inf           | -inf        |       1636 |
| ('PC2', 'PC9', 'PC13', 'PC15')   | 0.21247    | -inf           | -inf        |       1635 |
| ('PC2', 'PC9', 'PC13', 'PC14')   | 0.231594   | -inf           | -inf        |       1634 |
| ('PC2', 'PC9', 'PC12', 'PC20')   | 0.181008   | -inf           | -inf        |       1633 |
| ('PC2', 'PC7', 'PC9', 'PC12')    | 0.204673   | -inf           | -inf        |       1542 |
| ('PC2', 'PC7', 'PC9', 'PC11')    | 0.192061   | -inf           | -inf        |       1541 |
| ('PC2', 'PC7', 'PC9', 'PC10')    | 0.259541   | -inf           | -inf        |       1540 |
| ('PC2', 'PC5', 'PC13', 'PC16')   | 0.222603   | -inf           | -inf        |       1443 |
| ('PC2', 'PC5', 'PC14', 'PC17')   | 0.277915   | -inf           | -inf        |       1449 |
| ('PC2', 'PC5', 'PC14', 'PC16')   | 0.192592   | -inf           | -inf        |       1448 |
| ('PC2', 'PC5', 'PC14', 'PC15')   | 0.192585   | -inf           | -inf        |       1447 |
| ('PC2', 'PC5', 'PC13', 'PC20')   | 0.226334   | -inf           | -inf        |       1446 |
| ('PC2', 'PC5', 'PC13', 'PC19')   | 0.237506   | -inf           | -inf        |       1445 |
| ('PC2', 'PC5', 'PC13', 'PC18')   | 0.246011   | -inf           | -inf        |       1444 |
| ('PC2', 'PC5', 'PC13', 'PC15')   | 0.222597   | -inf           | -inf        |       1442 |
| ('PC2', 'PC5', 'PC14', 'PC19')   | 0.207494   | -inf           | -inf        |       1451 |
| ('PC2', 'PC5', 'PC13', 'PC14')   | 0.241721   | -inf           | -inf        |       1441 |
| ('PC2', 'PC5', 'PC12', 'PC20')   | 0.191135   | -inf           | -inf        |       1440 |
| ('PC2', 'PC5', 'PC12', 'PC19')   | 0.202306   | -inf           | -inf        |       1439 |
| ('PC2', 'PC5', 'PC12', 'PC18')   | 0.210812   | -inf           | -inf        |       1438 |
| ('PC2', 'PC5', 'PC12', 'PC17')   | 0.272726   | -inf           | -inf        |       1437 |
| ('PC2', 'PC5', 'PC12', 'PC16')   | 0.187403   | -inf           | -inf        |       1436 |
| ('PC2', 'PC5', 'PC14', 'PC18')   | 0.216      | -inf           | -inf        |       1450 |
| ('PC2', 'PC5', 'PC14', 'PC20')   | 0.196323   | -inf           | -inf        |       1452 |
| ('PC2', 'PC5', 'PC12', 'PC14')   | 0.206521   | -inf           | -inf        |       1434 |
| ('PC2', 'PC5', 'PC16', 'PC20')   | 0.177205   | -inf           | -inf        |       1461 |
| ('PC2', 'PC5', 'PC19', 'PC20')   | 0.192108   | -inf           | -inf        |       1467 |
| ('PC2', 'PC5', 'PC18', 'PC20')   | 0.200613   | -inf           | -inf        |       1466 |
| ('PC2', 'PC5', 'PC18', 'PC19')   | 0.211785   | -inf           | -inf        |       1465 |
| ('PC2', 'PC5', 'PC17', 'PC20')   | 0.262528   | -inf           | -inf        |       1464 |
| ('PC2', 'PC5', 'PC17', 'PC19')   | 0.273699   | -inf           | -inf        |       1463 |
| ('PC2', 'PC5', 'PC17', 'PC18')   | 0.282205   | -inf           | -inf        |       1462 |
| ('PC2', 'PC5', 'PC16', 'PC19')   | 0.188376   | -inf           | -inf        |       1460 |
| ('PC2', 'PC5', 'PC15', 'PC16')   | 0.173467   | -inf           | -inf        |       1453 |
| ('PC2', 'PC5', 'PC16', 'PC18')   | 0.196882   | -inf           | -inf        |       1459 |
| ('PC2', 'PC5', 'PC16', 'PC17')   | 0.258797   | -inf           | -inf        |       1458 |
| ('PC2', 'PC5', 'PC15', 'PC20')   | 0.177199   | -inf           | -inf        |       1457 |
| ('PC2', 'PC5', 'PC15', 'PC19')   | 0.18837    | -inf           | -inf        |       1456 |
| ('PC2', 'PC5', 'PC15', 'PC18')   | 0.196876   | -inf           | -inf        |       1455 |
| ('PC2', 'PC5', 'PC15', 'PC17')   | 0.25879    | -inf           | -inf        |       1454 |
| ('PC2', 'PC5', 'PC12', 'PC15')   | 0.187397   | -inf           | -inf        |       1435 |
| ('PC2', 'PC5', 'PC12', 'PC13')   | 0.236532   | -inf           | -inf        |       1433 |
| ('PC2', 'PC6', 'PC19', 'PC20')   | 0.209724   | -inf           | -inf        |       1539 |
| ('PC2', 'PC5', 'PC9', 'PC13')    | 0.225594   | -inf           | -inf        |       1407 |
| ('PC2', 'PC5', 'PC9', 'PC19')    | 0.191368   | -inf           | -inf        |       1413 |
| ('PC2', 'PC5', 'PC9', 'PC18')    | 0.199873   | -inf           | -inf        |       1412 |
| ('PC2', 'PC5', 'PC9', 'PC17')    | 0.261788   | -inf           | -inf        |       1411 |
| ('PC2', 'PC5', 'PC9', 'PC16')    | 0.176465   | -inf           | -inf        |       1410 |
| ('PC2', 'PC5', 'PC9', 'PC15')    | 0.176459   | -inf           | -inf        |       1409 |
| ('PC2', 'PC5', 'PC9', 'PC14')    | 0.195583   | -inf           | -inf        |       1408 |
| ('PC2', 'PC5', 'PC9', 'PC12')    | 0.190395   | -inf           | -inf        |       1406 |
| ('PC2', 'PC5', 'PC10', 'PC11')   | 0.243587   | -inf           | -inf        |       1415 |
| ('PC2', 'PC5', 'PC9', 'PC11')    | 0.177782   | -inf           | -inf        |       1405 |
| ('PC2', 'PC5', 'PC9', 'PC10')    | 0.245262   | -inf           | -inf        |       1404 |
| ('PC2', 'PC5', 'PC7', 'PC20')    | 0.204602   | -inf           | -inf        |       1403 |
| ('PC2', 'PC5', 'PC7', 'PC19')    | 0.215773   | -inf           | -inf        |       1402 |
| ('PC2', 'PC5', 'PC7', 'PC18')    | 0.224279   | -inf           | -inf        |       1401 |
| ('PC2', 'PC5', 'PC7', 'PC17')    | 0.286194   | -inf           | -inf        |       1400 |
| ('PC2', 'PC5', 'PC9', 'PC20')    | 0.180196   | -inf           | -inf        |       1414 |
| ('PC2', 'PC5', 'PC10', 'PC12')   | 0.2562     | -inf           | -inf        |       1416 |
| ('PC2', 'PC5', 'PC11', 'PC20')   | 0.178522   | -inf           | -inf        |       1432 |
| ('PC2', 'PC5', 'PC11', 'PC13')   | 0.22392    | -inf           | -inf        |       1425 |
| ('PC2', 'PC5', 'PC11', 'PC19')   | 0.189693   | -inf           | -inf        |       1431 |
| ('PC2', 'PC5', 'PC11', 'PC18')   | 0.198199   | -inf           | -inf        |       1430 |
| ('PC2', 'PC5', 'PC11', 'PC17')   | 0.260113   | -inf           | -inf        |       1429 |
| ('PC2', 'PC5', 'PC11', 'PC16')   | 0.17479    | -inf           | -inf        |       1428 |
| ('PC2', 'PC5', 'PC11', 'PC15')   | 0.174784   | -inf           | -inf        |       1427 |
| ('PC2', 'PC5', 'PC11', 'PC14')   | 0.193908   | -inf           | -inf        |       1426 |
| ('PC2', 'PC5', 'PC11', 'PC12')   | 0.18872    | -inf           | -inf        |       1424 |
| ('PC2', 'PC5', 'PC10', 'PC13')   | 0.2914     | -inf           | -inf        |       1417 |
| ('PC2', 'PC5', 'PC10', 'PC20')   | 0.246002   | -inf           | -inf        |       1423 |
| ('PC2', 'PC5', 'PC10', 'PC19')   | 0.257173   | -inf           | -inf        |       1422 |
| ('PC2', 'PC5', 'PC10', 'PC18')   | 0.265679   | -inf           | -inf        |       1421 |
| ('PC2', 'PC5', 'PC10', 'PC16')   | 0.242271   | -inf           | -inf        |       1420 |
| ('PC2', 'PC5', 'PC10', 'PC15')   | 0.242264   | -inf           | -inf        |       1419 |
| ('PC2', 'PC5', 'PC10', 'PC14')   | 0.261389   | -inf           | -inf        |       1418 |
| ('PC2', 'PC6', 'PC7', 'PC9')     | 0.221478   | -inf           | -inf        |       1468 |
| ('PC2', 'PC6', 'PC7', 'PC10')    | 0.287284   | -inf           | -inf        |       1469 |
| ('PC2', 'PC6', 'PC7', 'PC11')    | 0.219803   | -inf           | -inf        |       1470 |
| ('PC2', 'PC6', 'PC12', 'PC20')   | 0.208751   | -inf           | -inf        |       1514 |
| ('PC2', 'PC6', 'PC13', 'PC20')   | 0.24395    | -inf           | -inf        |       1520 |
| ('PC2', 'PC6', 'PC13', 'PC19')   | 0.255122   | -inf           | -inf        |       1519 |
| ('PC2', 'PC6', 'PC13', 'PC18')   | 0.263627   | -inf           | -inf        |       1518 |
| ('PC2', 'PC6', 'PC13', 'PC16')   | 0.240219   | -inf           | -inf        |       1517 |
| ('PC2', 'PC6', 'PC13', 'PC15')   | 0.240213   | -inf           | -inf        |       1516 |
| ('PC2', 'PC6', 'PC13', 'PC14')   | 0.259337   | -inf           | -inf        |       1515 |
| ('PC2', 'PC6', 'PC12', 'PC19')   | 0.219922   | -inf           | -inf        |       1513 |
| ('PC2', 'PC6', 'PC14', 'PC16')   | 0.210208   | -inf           | -inf        |       1522 |
| ('PC2', 'PC6', 'PC12', 'PC18')   | 0.228428   | -inf           | -inf        |       1512 |
| ('PC2', 'PC6', 'PC12', 'PC17')   | 0.290342   | -inf           | -inf        |       1511 |
| ('PC2', 'PC6', 'PC12', 'PC16')   | 0.205019   | -inf           | -inf        |       1510 |
| ('PC2', 'PC6', 'PC12', 'PC15')   | 0.205013   | -inf           | -inf        |       1509 |
| ('PC2', 'PC6', 'PC12', 'PC14')   | 0.224137   | -inf           | -inf        |       1508 |
| ('PC2', 'PC6', 'PC12', 'PC13')   | 0.254149   | -inf           | -inf        |       1507 |
| ('PC2', 'PC6', 'PC14', 'PC15')   | 0.210201   | -inf           | -inf        |       1521 |
| ('PC2', 'PC6', 'PC14', 'PC18')   | 0.233616   | -inf           | -inf        |       1523 |
| ('PC2', 'PC6', 'PC7', 'PC12')    | 0.232416   | -inf           | -inf        |       1471 |
| ('PC2', 'PC6', 'PC16', 'PC18')   | 0.214498   | -inf           | -inf        |       1532 |
| ('PC2', 'PC6', 'PC18', 'PC20')   | 0.21823    | -inf           | -inf        |       1538 |
| ('PC2', 'PC6', 'PC18', 'PC19')   | 0.229401   | -inf           | -inf        |       1537 |
| ('PC2', 'PC6', 'PC17', 'PC20')   | 0.280144   | -inf           | -inf        |       1536 |
| ('PC2', 'PC6', 'PC17', 'PC19')   | 0.291315   | -inf           | -inf        |       1535 |
| ('PC2', 'PC6', 'PC16', 'PC20')   | 0.194821   | -inf           | -inf        |       1534 |
| ('PC2', 'PC6', 'PC16', 'PC19')   | 0.205992   | -inf           | -inf        |       1533 |
| ('PC2', 'PC6', 'PC16', 'PC17')   | 0.276413   | -inf           | -inf        |       1531 |
| ('PC2', 'PC6', 'PC14', 'PC19')   | 0.22511    | -inf           | -inf        |       1524 |
| ('PC2', 'PC6', 'PC15', 'PC20')   | 0.194815   | -inf           | -inf        |       1530 |
| ('PC2', 'PC6', 'PC15', 'PC19')   | 0.205986   | -inf           | -inf        |       1529 |
| ('PC2', 'PC6', 'PC15', 'PC18')   | 0.214492   | -inf           | -inf        |       1528 |
| ('PC2', 'PC6', 'PC15', 'PC17')   | 0.276406   | -inf           | -inf        |       1527 |
| ('PC2', 'PC6', 'PC15', 'PC16')   | 0.191083   | -inf           | -inf        |       1526 |
| ('PC2', 'PC6', 'PC14', 'PC20')   | 0.213939   | -inf           | -inf        |       1525 |
| ('PC2', 'PC6', 'PC11', 'PC20')   | 0.196138   | -inf           | -inf        |       1506 |
| ('PC2', 'PC6', 'PC11', 'PC19')   | 0.207309   | -inf           | -inf        |       1505 |
| ('PC2', 'PC6', 'PC11', 'PC18')   | 0.215815   | -inf           | -inf        |       1504 |
| ('PC2', 'PC6', 'PC9', 'PC10')    | 0.262878   | -inf           | -inf        |       1479 |
| ('PC2', 'PC6', 'PC9', 'PC16')    | 0.194081   | -inf           | -inf        |       1485 |
| ('PC2', 'PC6', 'PC9', 'PC15')    | 0.194075   | -inf           | -inf        |       1484 |
| ('PC2', 'PC6', 'PC9', 'PC14')    | 0.213199   | -inf           | -inf        |       1483 |
| ('PC2', 'PC6', 'PC9', 'PC13')    | 0.24321    | -inf           | -inf        |       1482 |
| ('PC2', 'PC6', 'PC9', 'PC12')    | 0.208011   | -inf           | -inf        |       1481 |
| ('PC2', 'PC6', 'PC9', 'PC11')    | 0.195398   | -inf           | -inf        |       1480 |
| ('PC2', 'PC6', 'PC7', 'PC20')    | 0.222218   | -inf           | -inf        |       1478 |
| ('PC2', 'PC6', 'PC11', 'PC17')   | 0.277729   | -inf           | -inf        |       1503 |
| ('PC2', 'PC6', 'PC7', 'PC19')    | 0.233389   | -inf           | -inf        |       1477 |
| ('PC2', 'PC6', 'PC7', 'PC18')    | 0.241895   | -inf           | -inf        |       1476 |
| ('PC2', 'PC6', 'PC7', 'PC16')    | 0.218487   | -inf           | -inf        |       1475 |
| ('PC2', 'PC6', 'PC7', 'PC15')    | 0.218481   | -inf           | -inf        |       1474 |
| ('PC2', 'PC6', 'PC7', 'PC14')    | 0.237605   | -inf           | -inf        |       1473 |
| ('PC2', 'PC6', 'PC7', 'PC13')    | 0.267616   | -inf           | -inf        |       1472 |
| ('PC2', 'PC6', 'PC9', 'PC17')    | 0.279404   | -inf           | -inf        |       1486 |
| ('PC2', 'PC6', 'PC9', 'PC18')    | 0.21749    | -inf           | -inf        |       1487 |
| ('PC2', 'PC6', 'PC9', 'PC19')    | 0.208984   | -inf           | -inf        |       1488 |
| ('PC2', 'PC6', 'PC9', 'PC20')    | 0.197813   | -inf           | -inf        |       1489 |
| ('PC2', 'PC6', 'PC10', 'PC11')   | 0.261204   | -inf           | -inf        |       1490 |
| ('PC2', 'PC6', 'PC10', 'PC12')   | 0.273816   | -inf           | -inf        |       1491 |
| ('PC2', 'PC6', 'PC10', 'PC14')   | 0.279005   | -inf           | -inf        |       1492 |
| ('PC2', 'PC6', 'PC10', 'PC15')   | 0.259881   | -inf           | -inf        |       1493 |
| ('PC2', 'PC6', 'PC10', 'PC16')   | 0.259887   | -inf           | -inf        |       1494 |
| ('PC2', 'PC6', 'PC10', 'PC18')   | 0.283295   | -inf           | -inf        |       1495 |
| ('PC2', 'PC6', 'PC10', 'PC19')   | 0.274789   | -inf           | -inf        |       1496 |
| ('PC2', 'PC6', 'PC10', 'PC20')   | 0.263618   | -inf           | -inf        |       1497 |
| ('PC2', 'PC6', 'PC11', 'PC12')   | 0.206336   | -inf           | -inf        |       1498 |
| ('PC2', 'PC6', 'PC11', 'PC13')   | 0.241536   | -inf           | -inf        |       1499 |
| ('PC2', 'PC6', 'PC11', 'PC14')   | 0.211524   | -inf           | -inf        |       1500 |
| ('PC2', 'PC6', 'PC11', 'PC15')   | 0.1924     | -inf           | -inf        |       1501 |
| ('PC2', 'PC6', 'PC11', 'PC16')   | 0.192406   | -inf           | -inf        |       1502 |
| ('PC2', 'PC10', 'PC15', 'PC16')  | 0.229146   | -inf           | -inf        |       1683 |
| ('PC2', 'PC10', 'PC15', 'PC19')  | 0.244049   | -inf           | -inf        |       1685 |
| ('PC3', 'PC5', 'PC9', 'PC16')    | 0.0163558  | -inf           | -inf        |       1970 |
| ('PC3', 'PC4', 'PC10', 'PC14')   | 0.155068   | -inf           | -inf        |       1873 |
| ('PC3', 'PC4', 'PC10', 'PC20')   | 0.139682   | -inf           | -inf        |       1879 |
| ('PC3', 'PC4', 'PC10', 'PC19')   | 0.150853   | -inf           | -inf        |       1878 |
| ('PC3', 'PC4', 'PC10', 'PC18')   | 0.159359   | -inf           | -inf        |       1877 |
| ('PC3', 'PC4', 'PC10', 'PC17')   | 0.221273   | -inf           | -inf        |       1876 |
| ('PC3', 'PC4', 'PC10', 'PC16')   | 0.13595    | -inf           | -inf        |       1875 |
